C/C,N/C,O/C,S/C,C/N,N/N,O/N,S/N,C/O,N/O,O/O,S/O,C/S,N/S,O/S,S/S,C/P,N/P,O/P,S/P,C/F,N/F,O/F,S/F,C/Cl,N/Cl,O/Cl,S/Cl,C/Br,N/Br,O/Br,S/Br,C/I,N/I,O/I,S/I,gauss1(inter),gauss2(inter),repulsion(inter),hydrophobic(inter),Hydrogen(inter),receptor-ligand
 4218.0000,  870.0000, 1047.0000,   29.0000,  461.0000,   87.0000,  111.0000,    4.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  211.0000,   51.0000,   57.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  126.4668, 1345.5123,    2.1968,   89.2305,    0.0000,  D:\drug-design-energy\Dataset\CASF-2016\coreset\1e66\1e66_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\1e66\1e66_ligand.pdbqt
 2434.0000,  599.0000,  756.0000,    8.0000,  444.0000,  108.0000,  140.0000,    3.0000,  433.0000,  102.0000,  126.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   88.4877, 1065.4046,    5.9862,   43.7607,    5.1463,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3f3a\3f3a_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3f3a\3f3a_ligand.pdbqt
 2149.0000,  530.0000,  663.0000,   25.0000,  238.0000,   58.0000,   72.0000,    3.0000,  464.0000,  113.0000,  140.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  253.0000,   57.0000,   70.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   88.9814, 1052.9607,    5.1043,   34.8599,    5.9337,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3f3c\3f3c_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3f3c\3f3c_ligand.pdbqt
 3489.0000,  848.0000, 1070.0000,   20.0000,  438.0000,  109.0000,  139.0000,    4.0000,  214.0000,   57.0000,   69.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  228.0000,   48.0000,   63.0000,    4.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   87.7499, 1359.6423,    4.0727,   59.3189,    2.0906,  D:\drug-design-energy\Dataset\CASF-2016\coreset\4mme\4mme_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\4mme\4mme_ligand.pdbqt
 1189.0000,  291.0000,  368.0000,   11.0000,  238.0000,   58.0000,   72.0000,    3.0000,  462.0000,  114.0000,  138.0000,    3.0000,  237.0000,   62.0000,   73.0000,    4.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   66.6386,  708.2388,    3.5903,    8.5704,    5.6586,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3f3d\3f3d_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3f3d\3f3d_ligand.pdbqt
 1444.0000,  357.0000,  448.0000,   14.0000,  240.0000,   59.0000,   73.0000,    3.0000,  470.0000,  113.0000,  139.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   65.7902,  711.6770,    3.8195,   28.4658,    6.1119,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3f3e\3f3e_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3f3e\3f3e_ligand.pdbqt
 3073.0000,  805.0000,  791.0000,   19.0000,  444.0000,  119.0000,  121.0000,    2.0000, 1180.0000,  310.0000,  303.0000,    6.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  124.9613, 1261.3383,    7.1825,   26.6791,    8.6894,  D:\drug-design-energy\Dataset\CASF-2016\coreset\2wbg\2wbg_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\2wbg\2wbg_ligand.pdbqt
 1651.0000,  454.0000,  443.0000,    7.0000,  231.0000,   61.0000,   63.0000,    1.0000,  951.0000,  256.0000,  255.0000,    5.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   73.0418,  849.9792,    7.4660,    7.1244,   10.7573,  D:\drug-design-energy\Dataset\CASF-2016\coreset\2cbv\2cbv_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\2cbv\2cbv_ligand.pdbqt
 1408.0000,  378.0000,  385.0000,    6.0000,  457.0000,  117.0000,  117.0000,    2.0000, 1175.0000,  307.0000,  310.0000,    7.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   85.1334,  904.1429,    8.6394,    0.0000,   10.9828,  D:\drug-design-energy\Dataset\CASF-2016\coreset\2j78\2j78_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\2j78\2j78_ligand.pdbqt
 1193.0000,  325.0000,  318.0000,    5.0000,  460.0000,  122.0000,  122.0000,    2.0000,  702.0000,  190.0000,  190.0000,    4.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   71.5832,  689.3638,    5.3168,    0.0000,    8.4001,  D:\drug-design-energy\Dataset\CASF-2016\coreset\2j7h\2j7h_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\2j7h\2j7h_ligand.pdbqt
 3580.0000,  926.0000,  909.0000,   16.0000,  457.0000,  123.0000,  116.0000,    2.0000,  951.0000,  253.0000,  250.0000,    6.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  113.1483, 1389.9330,    7.9826,   21.8948,    9.0928,  D:\drug-design-energy\Dataset\CASF-2016\coreset\2cet\2cet_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\2cet\2cet_ligand.pdbqt
 2061.0000,  539.0000,  605.0000,    2.0000,  365.0000,   87.0000,  106.0000,    1.0000,  165.0000,   43.0000,   55.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   57.7027,  781.9295,    2.8337,   39.1537,    3.4710,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3udh\3udh_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3udh\3udh_ligand.pdbqt
 2213.0000,  572.0000,  628.0000,    2.0000,  376.0000,   96.0000,  108.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,  143.0000,   29.0000,   34.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   63.7308,  802.6319,    2.0043,   38.8998,    2.4108,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3rsx\3rsx_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3rsx\3rsx_ligand.pdbqt
 4185.0000, 1100.0000, 1238.0000,    7.0000,  566.0000,  136.0000,  172.0000,    3.0000,  352.0000,   91.0000,  106.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   97.6644, 1427.8428,    4.1834,   58.5832,    4.1651,  D:\drug-design-energy\Dataset\CASF-2016\coreset\4djv\4djv_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\4djv\4djv_ligand.pdbqt
 6300.0000, 1696.0000, 1968.0000,   16.0000,  684.0000,  185.0000,  223.0000,    3.0000, 1004.0000,  265.0000,  308.0000,    2.0000,  139.0000,   39.0000,   49.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  209.4218, 2535.0287,    8.9220,   87.8500,    6.3816,  D:\drug-design-energy\Dataset\CASF-2016\coreset\2vkm\2vkm_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\2vkm\2vkm_ligand.pdbqt
 6177.0000, 1674.0000, 1935.0000,   18.0000,  870.0000,  238.0000,  274.0000,    3.0000,  962.0000,  271.0000,  317.0000,    1.0000,  138.0000,   43.0000,   52.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  213.7350, 2612.3624,    8.5609,   85.8010,    7.3753,  D:\drug-design-energy\Dataset\CASF-2016\coreset\4gid\4gid_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\4gid\4gid_ligand.pdbqt
 2302.0000,  702.0000,  593.0000,   26.0000,  206.0000,   66.0000,   56.0000,    2.0000,  557.0000,  169.0000,  139.0000,    6.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   65.4294,  912.2384,    3.8045,   20.5203,    4.5722,  D:\drug-design-energy\Dataset\CASF-2016\coreset\4jfs\4jfs_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\4jfs\4jfs_ligand.pdbqt
 1970.0000,  590.0000,  516.0000,   18.0000,  539.0000,  159.0000,  141.0000,    5.0000,  424.0000,  123.0000,  113.0000,    4.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   68.2151,  843.7270,    4.2512,   19.5533,    4.9864,  D:\drug-design-energy\Dataset\CASF-2016\coreset\4j28\4j28_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\4j28\4j28_ligand.pdbqt
 1402.0000,  446.0000,  371.0000,   15.0000,  206.0000,   65.0000,   53.0000,    2.0000, 1011.0000,  312.0000,  265.0000,   11.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   74.3668,  820.1949,    6.7154,    0.0000,    8.6760,  D:\drug-design-energy\Dataset\CASF-2016\coreset\2wvt\2wvt_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\2wvt\2wvt_ligand.pdbqt
 3343.0000, 1043.0000,  886.0000,   36.0000,  379.0000,  115.0000,   99.0000,    4.0000,  932.0000,  281.0000,  237.0000,   10.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  121.7917, 1423.5323,    7.2055,   24.1704,    8.4092,  D:\drug-design-energy\Dataset\CASF-2016\coreset\2xii\2xii_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\2xii\2xii_ligand.pdbqt
 2131.0000,  665.0000,  550.0000,   24.0000,  205.0000,   63.0000,   55.0000,    2.0000,  435.0000,  129.0000,  113.0000,    4.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   66.9826,  815.1406,    3.2664,   30.6443,    5.3539,  D:\drug-design-energy\Dataset\CASF-2016\coreset\4pcs\4pcs_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\4pcs\4pcs_ligand.pdbqt
 1997.0000,  499.0000,  616.0000,   56.0000, 1114.0000,  273.0000,  340.0000,   28.0000,  189.0000,   47.0000,   61.0000,    6.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  106.7730, 1015.3568,    5.4972,   14.6716,    4.8637,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3rr4\3rr4_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3rr4\3rr4_ligand.pdbqt
 1734.0000,  471.0000,  532.0000,   44.0000,  630.0000,  159.0000,  197.0000,   13.0000,  192.0000,   48.0000,   63.0000,    5.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   79.0846,  851.3711,    3.1128,   28.9042,    4.3387,  D:\drug-design-energy\Dataset\CASF-2016\coreset\1s38\1s38_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\1s38\1s38_ligand.pdbqt
 1522.0000,  397.0000,  461.0000,   41.0000,  807.0000,  203.0000,  241.0000,   16.0000,  186.0000,   49.0000,   60.0000,    5.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   90.3246,  801.7685,    5.3639,   22.8494,    6.2333,  D:\drug-design-energy\Dataset\CASF-2016\coreset\1r5y\1r5y_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\1r5y\1r5y_ligand.pdbqt
 2231.0000,  582.0000,  681.0000,   60.0000, 1336.0000,  340.0000,  394.0000,   29.0000,  190.0000,   48.0000,   62.0000,    5.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  123.8915, 1193.1299,    5.8684,   22.9425,    7.4962,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3gc5\3gc5_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3gc5\3gc5_ligand.pdbqt
 3205.0000,  840.0000,  962.0000,   91.0000, 1266.0000,  315.0000,  381.0000,   31.0000,  182.0000,   46.0000,   59.0000,    5.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  148.1170, 1508.9531,    6.9275,   37.1830,    8.2865,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3ge7\3ge7_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3ge7\3ge7_ligand.pdbqt
 2870.0000,  736.0000,  733.0000,   15.0000,  676.0000,  177.0000,  181.0000,    4.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   93.7294, 1244.5262,    2.3273,   65.1300,    0.9014,  D:\drug-design-energy\Dataset\CASF-2016\coreset\4dli\4dli_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\4dli\4dli_ligand.pdbqt
 3955.0000,  978.0000, 1076.0000,   33.0000,  570.0000,  146.0000,  151.0000,    4.0000,  374.0000,   99.0000,  106.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   91.0127, 1578.2163,    2.6191,   83.1104,    2.5866,  D:\drug-design-energy\Dataset\CASF-2016\coreset\2zb1\2zb1_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\2zb1\2zb1_ligand.pdbqt
 3961.0000, 1009.0000, 1088.0000,   34.0000,  684.0000,  189.0000,  206.0000,    5.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   95.4196, 1351.6321,    2.1346,   65.5870,    2.0000,  D:\drug-design-energy\Dataset\CASF-2016\coreset\4f9w\4f9w_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\4f9w\4f9w_ligand.pdbqt
 4122.0000, 1018.0000, 1109.0000,   30.0000,  549.0000,  150.0000,  157.0000,    3.0000,  367.0000,  105.0000,  104.0000,    4.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  117.8451, 1551.6067,    3.0969,   96.9159,    4.3238,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3e92\3e92_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3e92\3e92_ligand.pdbqt
 5485.0000, 1393.0000, 1472.0000,   54.0000,  667.0000,  180.0000,  183.0000,    8.0000,  574.0000,  152.0000,  159.0000,    6.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  129.5508, 2091.9798,    3.7210,   84.3265,    3.4140,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3e93\3e93_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3e93\3e93_ligand.pdbqt
  999.0000,  333.0000,  217.0000,   17.0000,  147.0000,   48.0000,   36.0000,    2.0000,  222.0000,   79.0000,   56.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  183.0000,   57.0000,   40.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   44.1460,  570.1460,    0.7463,   22.6527,    0.6447,  D:\drug-design-energy\Dataset\CASF-2016\coreset\4owm\4owm_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\4owm\4owm_ligand.pdbqt
  980.0000,  312.0000,  208.0000,   16.0000,    0.0000,    0.0000,    0.0000,    0.0000,  457.0000,  149.0000,  106.0000,    7.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   36.8539,  532.6605,    0.9090,   21.2817,    1.2106,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3twp\3twp_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3twp\3twp_ligand.pdbqt
 1373.0000,  439.0000,  317.0000,   23.0000,  144.0000,   49.0000,   27.0000,    3.0000,  555.0000,  181.0000,  132.0000,   10.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   59.1645,  760.2789,    1.4769,   15.4044,    1.5860,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3r88\3r88_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3r88\3r88_ligand.pdbqt
 2416.0000,  756.0000,  562.0000,   46.0000,  156.0000,   47.0000,   39.0000,    3.0000,  572.0000,  189.0000,  141.0000,    6.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   82.1916, 1109.4746,    4.6821,   45.8000,    4.5395,  D:\drug-design-energy\Dataset\CASF-2016\coreset\4gkm\4gkm_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\4gkm\4gkm_ligand.pdbqt
 2421.0000,  740.0000,  561.0000,   44.0000,  171.0000,   51.0000,   38.0000,    3.0000,  630.0000,  205.0000,  157.0000,    7.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   74.9604, 1146.0597,    3.7988,   43.7450,    4.0681,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3qqs\3qqs_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3qqs\3qqs_ligand.pdbqt
 1095.0000,  358.0000,  383.0000,    0.0000,  157.0000,   54.0000,   58.0000,    0.0000,  541.0000,  162.0000,  177.0000,    0.0000,  155.0000,   50.0000,   52.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   42.2973,  660.0922,    3.0085,    8.7383,    3.3582,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3gv9\3gv9_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3gv9\3gv9_ligand.pdbqt
  990.0000,  324.0000,  360.0000,    0.0000,  746.0000,  258.0000,  285.0000,    0.0000,  134.0000,   41.0000,   51.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   38.7953,  602.7247,    1.4662,    9.6498,    1.5492,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3gr2\3gr2_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3gr2\3gr2_ligand.pdbqt
 1516.0000,  480.0000,  522.0000,    0.0000,  151.0000,   48.0000,   52.0000,    0.0000,  518.0000,  152.0000,  172.0000,    0.0000,  155.0000,   47.0000,   51.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   44.2725,  786.9751,    2.7809,   15.2443,    3.9448,  D:\drug-design-energy\Dataset\CASF-2016\coreset\4kz6\4kz6_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\4kz6\4kz6_ligand.pdbqt
 1895.0000,  625.0000,  674.0000,    0.0000,  170.0000,   50.0000,   60.0000,    0.0000,  950.0000,  288.0000,  336.0000,    0.0000,  328.0000,  102.0000,  113.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   80.0608, 1098.3584,    5.3095,   18.9482,    7.7972,  D:\drug-design-energy\Dataset\CASF-2016\coreset\4jxs\4jxs_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\4jxs\4jxs_ligand.pdbqt
