C/C,N/C,O/C,S/C,C/N,N/N,O/N,S/N,C/O,N/O,O/O,S/O,C/S,N/S,O/S,S/S,C/P,N/P,O/P,S/P,C/F,N/F,O/F,S/F,C/Cl,N/Cl,O/Cl,S/Cl,C/Br,N/Br,O/Br,S/Br,C/I,N/I,O/I,S/I,gauss1(inter),gauss2(inter),repulsion(inter),hydrophobic(inter),Hydrogen(inter)
3061.0000,825.0000,797.0000,18.0000,689.0000,176.0000,181.0000,6.0000,1782.0000,485.0000,458.0000,11.0000,0.0000,0.0000,0.0000,0.0000,135.0000,37.0000,31.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,109.6574,1675.1659,5.4221,11.4524,3.7927
1721.0000,439.0000,469.0000,40.0000,307.0000,76.0000,86.0000,6.0000,327.0000,88.0000,88.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,57.9640,874.4756,3.8160,21.4918,4.5632
3028.0000,675.0000,844.0000,63.0000,1343.0000,316.0000,401.0000,25.0000,928.0000,210.0000,267.0000,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,190.0000,40.0000,50.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,154.9458,1708.9518,7.1155,41.2356,8.6658
3221.0000,844.0000,954.0000,17.0000,916.0000,246.0000,285.0000,5.0000,146.0000,41.0000,49.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.5346,1320.4065,1.7395,30.3089,1.7467
2776.0000,624.0000,704.0000,23.0000,808.0000,188.0000,206.0000,6.0000,331.0000,79.0000,87.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,110.7124,1257.8960,3.8034,54.3269,4.7052
4771.0000,1317.0000,1234.0000,37.0000,180.0000,46.0000,44.0000,1.0000,1661.0000,446.0000,412.0000,14.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,143.1198,1908.4475,7.0162,96.2363,1.4370
3040.0000,802.0000,789.0000,0.0000,375.0000,92.0000,95.0000,0.0000,889.0000,246.0000,246.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,184.0000,45.0000,49.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,80.6384,1539.3004,3.5348,32.7728,2.7200
1570.0000,438.0000,505.0000,43.0000,417.0000,113.0000,118.0000,9.0000,0.0000,0.0000,0.0000,0.0000,208.0000,55.0000,63.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,139.0000,42.0000,45.0000,3.0000,78.5934,799.3052,3.6009,7.0349,4.2791
611.0000,218.0000,165.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1601.0000,545.0000,408.0000,0.0000,0.0000,0.0000,0.0000,0.0000,342.0000,115.0000,83.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,64.1514,811.9984,5.5070,0.0000,9.8554
2180.0000,579.0000,653.0000,44.0000,822.0000,214.0000,252.0000,17.0000,1102.0000,289.0000,331.0000,23.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,105.8744,1234.2769,4.9637,0.0000,7.2543
2511.0000,868.0000,752.0000,36.0000,105.0000,35.0000,30.0000,2.0000,859.0000,280.0000,251.0000,10.0000,129.0000,50.0000,48.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,170.0000,55.0000,50.0000,2.0000,0.0000,0.0000,0.0000,0.0000,90.6866,1350.6881,3.2231,29.9207,5.0119
1272.0000,389.0000,393.0000,4.0000,0.0000,0.0000,0.0000,0.0000,1923.0000,559.0000,578.0000,8.0000,0.0000,0.0000,0.0000,0.0000,211.0000,59.0000,66.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,85.7482,1107.1724,8.3999,0.0000,10.5442
3989.0000,1193.0000,1075.0000,0.0000,593.0000,181.0000,158.0000,0.0000,1028.0000,313.0000,302.0000,0.0000,147.0000,41.0000,44.0000,0.0000,0.0000,0.0000,0.0000,0.0000,123.0000,34.0000,33.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,145.1896,1899.3044,4.3972,55.0985,5.4088
2308.0000,715.0000,848.0000,16.0000,166.0000,52.0000,56.0000,1.0000,889.0000,268.0000,292.0000,5.0000,0.0000,0.0000,0.0000,0.0000,173.0000,53.0000,58.0000,1.0000,0.0000,0.0000,0.0000,0.0000,225.0000,75.0000,89.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.2368,1104.8107,6.3266,3.7903,9.7689
7432.0000,2058.0000,2152.0000,11.0000,598.0000,170.0000,179.0000,1.0000,1807.0000,510.0000,517.0000,3.0000,0.0000,0.0000,0.0000,0.0000,195.0000,58.0000,57.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,165.3724,2797.9009,9.5050,60.0590,6.5931
2406.0000,715.0000,640.0000,31.0000,722.0000,198.0000,189.0000,9.0000,548.0000,166.0000,131.0000,7.0000,121.0000,39.0000,40.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,97.1591,1284.6836,3.6082,25.6133,6.1225
1705.0000,417.0000,476.0000,35.0000,657.0000,167.0000,169.0000,13.0000,859.0000,204.0000,238.0000,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,83.2505,935.9194,5.5195,2.5305,8.0336
2492.0000,662.0000,673.0000,24.0000,234.0000,53.0000,59.0000,4.0000,1832.0000,492.0000,490.0000,19.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,84.7336,1471.2351,5.5727,17.9678,9.0113
2303.0000,679.0000,762.0000,17.0000,604.0000,177.0000,196.0000,5.0000,399.0000,122.0000,133.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,68.9141,1015.5062,3.8994,19.4067,5.3180
2100.0000,560.0000,578.0000,7.0000,363.0000,85.0000,93.0000,1.0000,799.0000,214.0000,216.0000,2.0000,190.0000,44.0000,50.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,209.0000,52.0000,56.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,80.3531,1233.3232,1.6093,32.5817,2.2535
697.0000,227.0000,348.0000,0.0000,0.0000,0.0000,0.0000,0.0000,554.0000,169.0000,261.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,51.1862,615.3864,4.7711,2.0000,10.1747
1416.0000,401.0000,476.0000,9.0000,0.0000,0.0000,0.0000,0.0000,935.0000,257.0000,290.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,64.3395,915.8947,4.8982,15.0899,8.3571
2497.0000,749.0000,809.0000,34.0000,771.0000,231.0000,251.0000,10.0000,1189.0000,350.0000,357.0000,16.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,123.1860,1378.9089,10.3882,25.2350,7.8795
3537.0000,947.0000,997.0000,0.0000,256.0000,64.0000,69.0000,0.0000,1992.0000,511.0000,552.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,120.0308,1765.9764,7.3578,20.0558,14.4093
5536.0000,1445.0000,1685.0000,59.0000,1103.0000,286.0000,345.0000,11.0000,894.0000,232.0000,268.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,165.5893,2210.0383,9.3702,66.7659,11.7733
3949.0000,1032.0000,1212.0000,39.0000,1101.0000,293.0000,347.0000,11.0000,890.0000,231.0000,267.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,127.4592,1727.1130,7.3400,33.8513,11.0420
2935.0000,829.0000,907.0000,71.0000,421.0000,124.0000,134.0000,11.0000,429.0000,111.0000,134.0000,11.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,910.0000,252.0000,290.0000,18.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,108.9211,1501.4231,13.8565,52.9598,3.7028
1498.0000,387.0000,450.0000,45.0000,787.0000,198.0000,244.0000,20.0000,395.0000,95.0000,120.0000,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,65.3974,843.7582,3.0024,19.1264,5.1138
995.0000,315.0000,360.0000,0.0000,208.0000,62.0000,74.0000,0.0000,1798.0000,544.0000,615.0000,0.0000,0.0000,0.0000,0.0000,0.0000,191.0000,54.0000,66.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,81.8072,1067.2258,7.2379,0.0000,10.7539
227.0000,62.0000,64.0000,3.0000,0.0000,0.0000,0.0000,0.0000,1058.0000,306.0000,294.0000,12.0000,0.0000,0.0000,0.0000,0.0000,205.0000,61.0000,61.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,34.3799,509.0671,4.3211,0.0000,6.7039
1075.0000,289.0000,304.0000,9.0000,224.0000,59.0000,58.0000,2.0000,853.0000,234.0000,247.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,74.8091,680.2128,4.7974,6.2898,8.5346
6423.0000,1497.0000,1472.0000,10.0000,175.0000,43.0000,44.0000,1.0000,1113.0000,294.0000,286.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,125.5881,2052.4822,4.8818,132.0294,5.4082
1401.0000,359.0000,390.0000,12.0000,390.0000,101.0000,103.0000,2.0000,0.0000,0.0000,0.0000,0.0000,175.0000,47.0000,48.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,775.0000,194.0000,215.0000,7.0000,0.0000,0.0000,0.0000,0.0000,59.5054,861.1971,2.0411,31.2154,0.0000
1843.0000,575.0000,552.0000,0.0000,639.0000,190.0000,188.0000,0.0000,2449.0000,806.0000,795.0000,0.0000,0.0000,0.0000,0.0000,0.0000,554.0000,189.0000,190.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,169.1308,1899.3617,14.0491,10.4521,19.5677
2042.0000,538.0000,659.0000,17.0000,169.0000,46.0000,61.0000,1.0000,816.0000,208.0000,240.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,57.7322,990.0624,1.9180,14.6866,2.0554
2422.0000,681.0000,664.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1871.0000,522.0000,522.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,51.2802,1205.8499,6.7708,8.0790,10.4011
1999.0000,545.0000,476.0000,11.0000,809.0000,212.0000,187.0000,5.0000,850.0000,218.0000,188.0000,5.0000,243.0000,68.0000,63.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,70.3657,1037.1345,2.9153,23.6275,1.8078
1342.0000,385.0000,363.0000,11.0000,236.0000,67.0000,62.0000,1.0000,885.0000,240.0000,235.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,52.3167,814.8829,3.8814,20.7195,3.8009
2293.0000,649.0000,728.0000,13.0000,0.0000,0.0000,0.0000,0.0000,427.0000,127.0000,136.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,57.8751,817.4847,2.0563,22.2075,1.6527
3696.0000,992.0000,1042.0000,0.0000,512.0000,130.0000,136.0000,0.0000,674.0000,170.0000,179.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,89.9165,1413.1871,2.0113,54.9347,2.2581
3157.0000,859.0000,868.0000,0.0000,517.0000,130.0000,129.0000,0.0000,680.0000,170.0000,167.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,93.2710,1287.1702,2.1637,60.0283,2.4031
1921.0000,519.0000,586.0000,17.0000,148.0000,46.0000,53.0000,1.0000,1576.0000,406.0000,450.0000,11.0000,0.0000,0.0000,0.0000,0.0000,175.0000,46.0000,47.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,57.9688,1114.7820,3.0576,17.6697,5.8544
1053.0000,291.0000,327.0000,15.0000,206.0000,62.0000,65.0000,3.0000,846.0000,224.0000,256.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,74.3375,671.9942,4.6532,11.4515,8.5064
1015.0000,310.0000,304.0000,1.0000,572.0000,177.0000,180.0000,0.0000,1154.0000,345.0000,344.0000,7.0000,0.0000,0.0000,0.0000,0.0000,231.0000,66.0000,65.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,116.3527,1071.4862,5.8669,0.0000,10.6835
3821.0000,1012.0000,1204.0000,103.0000,968.0000,258.0000,309.0000,22.0000,611.0000,174.0000,203.0000,17.0000,156.0000,42.0000,50.0000,4.0000,0.0000,0.0000,0.0000,0.0000,137.0000,33.0000,44.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,151.7197,1860.3044,7.0023,48.7860,8.5498
3533.0000,771.0000,837.0000,81.0000,994.0000,221.0000,241.0000,24.0000,606.0000,127.0000,132.0000,14.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,138.6834,1667.8174,4.8356,61.2416,5.7346
2417.0000,653.0000,730.0000,32.0000,849.0000,223.0000,246.0000,13.0000,472.0000,126.0000,129.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.4017,1128.3287,2.6310,18.2878,2.7599
4108.0000,1026.0000,1146.0000,48.0000,1073.0000,274.0000,310.0000,14.0000,100.0000,31.0000,31.0000,0.0000,176.0000,50.0000,52.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,163.0000,41.0000,46.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,112.7564,1722.8510,4.0901,56.7485,1.8026
2659.0000,669.0000,713.0000,60.0000,162.0000,41.0000,41.0000,6.0000,611.0000,171.0000,177.0000,14.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,677.0000,191.0000,199.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,108.2895,1328.4731,7.4557,83.0684,6.4380
5074.0000,1325.0000,1373.0000,58.0000,498.0000,131.0000,131.0000,6.0000,678.0000,165.0000,176.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,89.2361,1856.6802,1.5933,67.1438,0.3747
3225.0000,822.0000,735.0000,0.0000,546.0000,140.0000,125.0000,0.0000,664.0000,171.0000,162.0000,0.0000,164.0000,39.0000,34.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,116.7957,1482.8226,4.0505,44.3800,3.9809
2309.0000,571.0000,515.0000,17.0000,789.0000,213.0000,192.0000,4.0000,1272.0000,323.0000,293.0000,7.0000,234.0000,68.0000,57.0000,1.0000,0.0000,0.0000,0.0000,0.0000,265.0000,63.0000,56.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,68.1433,1314.5844,4.6691,22.8305,3.1062
2407.0000,549.0000,545.0000,35.0000,0.0000,0.0000,0.0000,0.0000,240.0000,48.0000,50.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,46.9190,756.0921,1.8483,56.8845,1.5115
1474.0000,449.0000,548.0000,0.0000,633.0000,197.0000,238.0000,1.0000,1755.0000,547.0000,620.0000,6.0000,0.0000,0.0000,0.0000,0.0000,356.0000,117.0000,127.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,121.9390,1392.7019,5.3251,0.0000,8.7114
4737.0000,1192.0000,1209.0000,66.0000,504.0000,126.0000,128.0000,7.0000,660.0000,144.0000,154.0000,11.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,73.1584,1576.0635,3.6057,61.2339,0.3800
1868.0000,520.0000,650.0000,12.0000,209.0000,58.0000,71.0000,1.0000,1370.0000,408.0000,515.0000,12.0000,0.0000,0.0000,0.0000,0.0000,389.0000,115.0000,149.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.1675,1206.5787,7.3097,26.2939,8.5532
2512.0000,723.0000,748.0000,11.0000,388.0000,112.0000,107.0000,2.0000,1577.0000,457.0000,481.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,99.8990,1257.3827,7.5014,0.0000,9.8520
3183.0000,857.0000,1110.0000,18.0000,414.0000,115.0000,140.0000,3.0000,1388.0000,402.0000,523.0000,13.0000,0.0000,0.0000,0.0000,0.0000,386.0000,115.0000,149.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,110.8392,1711.3472,7.9633,44.9522,10.2077
4712.0000,1156.0000,1448.0000,42.0000,936.0000,228.0000,282.0000,8.0000,933.0000,225.0000,276.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,119.7504,1850.0702,5.4900,29.4905,3.6996
2629.0000,734.0000,836.0000,9.0000,790.0000,220.0000,248.0000,4.0000,285.0000,87.0000,94.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,757.0000,182.0000,216.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,79.5059,1388.7878,1.8560,24.8497,1.5635
1426.0000,383.0000,353.0000,16.0000,443.0000,130.0000,114.0000,5.0000,610.0000,156.0000,153.0000,5.0000,437.0000,124.0000,115.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0340,721.1059,3.1546,3.5446,1.8587
2686.0000,632.0000,668.0000,42.0000,0.0000,0.0000,0.0000,0.0000,255.0000,62.0000,66.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,42.8871,785.7119,0.3411,80.8467,0.0000
4319.0000,1074.0000,1105.0000,53.0000,0.0000,0.0000,0.0000,0.0000,157.0000,43.0000,40.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,65.0252,1355.1138,0.5563,81.4518,0.0000
696.0000,240.0000,351.0000,0.0000,0.0000,0.0000,0.0000,0.0000,560.0000,176.0000,263.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,51.8063,652.8679,5.5620,1.0000,10.9835
1392.0000,343.0000,388.0000,12.0000,469.0000,117.0000,129.0000,4.0000,448.0000,102.0000,127.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,81.8965,739.9523,2.6683,21.7520,3.3734
3704.0000,1026.0000,1168.0000,103.0000,540.0000,161.0000,170.0000,15.0000,776.0000,239.0000,243.0000,18.0000,89.0000,33.0000,29.0000,2.0000,0.0000,0.0000,0.0000,0.0000,351.0000,103.0000,111.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,171.1729,1903.6370,3.8508,55.8775,1.6364
